text,label,domain
分~117度27分。白荡湖原有面积近100平方公里，经过近五十年的围垦，目前面积缩小为39.67平方公里，平均水深3.06米，蓄水量1.21亿立方米。通过白荡闸与长江连通，是长江重要的蓄洪湖之一。湖水补给主要依赖降水与长江倒灌，入流的罗昌河、钱桥河等均为季节性溪流，入水量较小。白荡湖是重要的水产养殖基地，盛产各种淡水鱼类与水禽，其中以大闸蟹产量最大。每年冬季开启白荡闸排干湖水捕鱼，次年5月左右再引长江水倒灌，水位至7、8月份达到最高。,0,wiki
反映出七十年代香港的境况。小说的概念来自作者于1972年于拍卖会投得的一枚「慈寿九分银对倒旧票」双连。《对倒》是邮学上的名词译自法文，指一正一负的双连邮票。这类邮票，必须相连才有价值，一旦分开，便与普通邮票一样，变得平平无奇。小说背景是七十年代的香港，男主人翁淳于白是从上海移居香港多年的男子，对城市满怀忆旧伤感。女主人翁亚幸是在香港土生土长的少女，对未来充满世俗浪漫的想像。他们各自街道两端相对行走，途中看到各种物事作出不同思绪。最终两人不约而同地来到旺角，并排同坐看同一出电影，然后又分开了。当天晚上，两人都发了个绮梦，男的梦见自己变回年轻时的样子跟女的做爱，女的梦见跟一名英俊的男子做爱，成为两人相连之处，也完整了「对倒」的意义。看似两个平凡人各自的心境感受描绘，但两人的故事互相交织，形成强烈的对比，也立体呈现当时香港经济起飞、社会繁荣，但前景不明、人心空虚的面貌。杨义先生在《世界短篇小说精品文库（中国卷）》的《编选者序》中对《对倒》的评语：「这种把意识流手法用于陌生人街头对行，从而产生隔代人不同心态的强烈对比的叙事谋略，实在是匠心独到的创造。」《对倒》的命运并不是一开始就很顺利。《对倒》最初于1972年11月18日在《星岛晚报》连载，每天一千字。刘以鬯担心报馆方面不喜欢这类形式的小说，所以写了一百多天后（共11万字，分64节），就将它结束了。是为《对倒》的长篇版本。三年后，刘应也斯写稿并把《对倒》改写成短篇小说（约3万字，分42节），刋登在《四季》杂志上，《对倒》的短篇版本出现了。之后，日本二松学舍大学教授本桥春光将这个版本译成日文 ，收在《现代中国短篇小说选》中。故此，《对倒》第一次以书籍形式刋出是日文的版本。1988年，李文静再将短篇版译成英文，刊于香港中文大学出版的《译丛》第29、30期。至于长篇版的《对倒》一直得不到出书的机会，直到二十年后（1992年），才由北京的文联出版公司首次出版，但印数很少，且出版社事前有「即使断版，也不考虑再印」的要求。虽然刘很希望小说能在香港出版，但一直苦无机会，也担忧《对倒》会被人遗忘了，从此消失。 1998年，《对倒》（短篇）收录在福建海峡文艺出版社的《世界短篇小说精品文库（中国卷）》一书 中。2000年，刘不再处理办了十五年半的《香港文学》（月刊）的事务，心情低落。好友黄东涛、蔡瑞芬夫妇为鼓励他，建议为他出版新书，于是刘将长、短篇《对倒》合在一起，加上各地学者、作家的评论，结成《对倒》香港版， 由获益出版。同年，王家卫受《对倒》启发的电影《花样年华》获得巨大成功，并在片尾率先出现「特别鸣谢 刘以鬯」七个红底白字。 《对倒》才被广泛地让人们重新认识。2003年《对倒》法文译本由出版。 2015年，台湾行人出版社出版《对倒》，收录了长篇及短篇，是第一次在台湾出版。,0,wiki
私服运营破坏公司使用条款为由，声明将起诉Nostalrius服务器的运营者，因此运营者宣布关闭服务器。2016年4月10日晚上11点（服务器时间），Nostalrius服务器停服。然而暴雪娱乐之后并未正式起诉，反而表达了与Nostalrius运营团队合作开放官方怀旧服务器的意向，Nostalrius运营团队随后也曾前往美国暴雪娱乐总部商谈相关事宜，但最终并无结果。2016年11月，Nostalrius运营团队宣布将与欧洲另一大私人怀旧服务器Elysium合并重新开放，原服务器玩家的账号和角色数据将保留。2016年12月5日，Nostalrius运营团队宣布将于12月17日正式重新开服。将暂时只开放原有的旧服务器，之后会逐渐开放新服务器。,0,wiki
"，海拔高度95米，2001年人口3,022，人口密度每平方公里733.5人。",0,wiki
的朝政，国王形同傀儡。这段时期被称为武人时代（무인시대）。高丽王朝初期的贵族政治以文治主义为立脚点，因此朝廷重文轻武，导致了武臣在社会地位上的没落。武臣无论是在政治还是经济方面都处于劣势；与此相对地，文臣则深受朝廷的重用。这使得文臣与武臣之间矛盾的日益加深。1013年（高丽显宗五年），上将军崔质、金训曾发动叛乱，随后，在崔质、金训的威权下，朝中的高级武臣都兼任文官的官职。虽然这次叛乱在次年即被平定，但武臣在朝中的势力已经逐渐抬头。到了高丽毅宗时期，这种矛盾达到了极点。由于高丽毅宗亲近文臣而忽视武臣，导致了武臣不满的爆发。1170年，毅宗出游普贤院，大将军李绍膺在御前表演五兵手缚戏，遭到文臣的羞辱。随驾的武臣郑仲夫、李义方、李高等人，借此契机发动兵变，废黜高丽毅宗，拥立高丽明宗，并大肆屠杀文臣。此后，武臣完全控制了朝政，国王形同傀儡。1173年，金甫当发动叛乱，欲拥立毅宗复位。失败后，李义方杀死了毅宗，并且怀疑文臣参与此事，因此迫害文臣。1174年，赵位宠在西京举兵，控制了高丽西北部地区。这次举兵于1176年被镇压。此后武臣掌握了朝中重要机构重房，独占朝中官职，借机扩大了自己的私田，政治、经济地位大幅度提高。武臣政权的建立使尊重门阀观念的高丽社会变质，文臣没有实权，武臣则专断朝政，甚至可以随意废立国王。执政的李义方胁迫王太子娶自己女儿为妃，以增强自己的地位，最终郑仲夫杀死李义方，独揽朝政。得势的郑仲夫肆意胡为，被庆大升所杀。庆大升为了保护自己的安全，设置了都房，以李义旼为兵事。崔忠献、崔忠粹兄弟杀死李义旼后夺取政权。崔忠献对武臣政权建立以来混乱的社会进行收拾，延续了高丽王朝的门阀观念，提举了寺院势力，镇压农民和奴婢的叛乱，维持了政权的稳定。此时蒙古入侵高丽，崔忠献成功抵御了蒙古的数次进攻。崔忠献之子崔瑀执政时，将都城从开京迁往江华岛，以避开蒙古的兵锋。然而在与蒙古的战争中也削弱了以崔氏为首的武臣政权的实力。此后高丽文臣主张同蒙古讲和，试图利用蒙古的势力来恢复王权。最终武臣金俊于1258年杀死了崔竩，将都城从江华岛迁回开京。武臣政权内部发生冲突，亲元的高丽元宗被废。元宗假借蒙古的势力，以对抗林衍的武臣政权，最终于1270年杀死了林惟茂，武人时代结束。武人时代的军事机构有都房、三别抄、重房等。武人时代的行政机构有教定都监、政房、书房等。本来高丽王朝重视门阀观念，在政治上以文臣为主导地位。武臣政变以后，文臣没有实际权力，武臣成为国家的统治者。武臣政变以前，武臣的地位从下层社会徐徐升高，成为上层人物，武臣政变以后这种变化更加显著。武臣为了确立自己的集权政治，也开始向文臣妥协，部分武臣同文臣通婚。武臣希望通过人们对门阀的尊敬来巩固自己的统治。同时，这也导致了门阀观念的弱化。在武人时代，不少下层人物因为武臣政变，一跃成为上层人物，出现了不少新兴势力。例如李义旼、金俊、林衍等就是例子。这些下层人物上台以后，将自己的亲属和部将安插到各个要职，不少武臣兼任了文臣在朝中的职务，这导致了当时社会「能文能吏」的缩小。土地秩序崩坏，农民的生活受到了威胁。12世纪初以来，高丽土地兼并开始加剧，在加上频繁的异常气候所导致的减产、以及战乱等因素导致了饥荒，不少农民成为了流亡民。进入武人时代以后，由于政治的混乱，加剧了此情况的恶化。武人时代权势家族通过土地兼并，得到了大量农庄，田柴科制度有名无实。上至最高权力层，下至地方官，都对百姓进行强抢豪夺。下层民众为了抗拒，不得不发动民变。在武臣执政的30年间，大量下层民众发动民变。1172年（高丽明宗二年），西北地方成州等三个州的百姓为了抗拒当地守令横暴地收夺，发动叛乱。1174年，西京留守赵位宠发动叛乱，西北地方四十余城的百姓举兵回应。这场叛乱被镇压后，不少百姓继续发动叛乱反抗朝廷，并持续了五年。1175年，京府南部地方发生叛乱；次年，公州从属的九域人、明鹤所的。亡伊、亡所伊在官军的怀柔政策下曾一度投降，但不久后再次起兵，以公州为据点，占领了忠清道大部分郡县，气势很盛，但最终被镇压。1182年，由于守令的贪虐，忠清道地区的农民再次起兵。在此期间，全罗道百姓起兵叛乱，全州军人和官奴亦举兵。1193年，庆尚道一起发生民变，到了1201年（高丽神宗五年），以庆州为中心的联合战线基本形成，在庆尚道一带很有威势。最终被崔忠献镇压。在武人时代，大量良民、贱民等下层民众为了抵抗苛酷地掠夺，发动叛乱，而另一部分的叛乱则是为了抵抗当时的身份制度。1198年，万积在开京地方率私奴起兵，试图推翻当时的奴隶制度，夺取政权。武臣掌握了政权，文人出仕为官的想法破灭，多隐居草野，饮酒作诗。当时文学代表人物有李仁老、林椿等七人，人们把他们与中国的竹林七贤相比，称为「海左七贤」。此外，一些文人，如李奎报、崔滋等，成为武人政权的门客。当时的文学多以神话、传说、逸话、诗话为素材，称为「说话文学」。此外，活字印刷术从中国传入高丽。1230年，高丽人崔允仪经过改进，发明了金属活字。这个时期也是韩医学进步的时期。,0,wiki
的故事。9年后，美国歌手克莉丝汀·阿奎莱拉翻唱了歌曲，收录于其第2张录音室专辑《拉丁情怀》中，并于2000年12月作为专辑的第2支单曲发行。阿奎莱拉出演的音乐录像带由执导。阿奎莱拉演唱版本在最高排第9，在西班牙单曲榜最高排第3。阿奎莱拉在现场表演了歌曲。歌曲获得了拉丁葛莱美奖「」提名。墨西哥艺人、美国乐团和美国艺人简卡洛斯·卡内拉亦曾翻唱过这首歌曲。1991年，波多黎各歌手发行了其第3张录音室专辑《》，专辑由古巴裔美国音乐人鲁迪·佩雷斯编排与制作。佩雷斯为专辑创作了3首歌曲，其中就包括《想念你》。歌曲描述了一名无法忘记其恋人的女性的故事。而之后，歌曲被收录于罗伯斯的精选辑《》中。2000年，美国歌手克莉丝汀·阿奎莱拉翻唱了歌曲，收录于其第2张录音室专辑《拉丁情怀》中。阿奎莱拉的翻唱版本亦由佩雷斯制作。《想念你》于2000年12月第2周派往美国拉丁电台发行。歌曲在和分别最高排第8与第5。在西班牙，歌曲则最高取得了季军。的库特·B·瑞利对歌曲持正面评价，称阿奎莱拉在歌曲中“令人信服且具吸引力”。《》的编辑派瑞·盖特曼则写道：“她看起来同样喜欢（高音）炫技颤音和性挑逗般的低音呻吟”。在第2届拉丁格莱美奖，《想念你》获得了「」提名，但败给了亚雷汉德罗·桑斯的《》。《想念你》的音乐录影带由执导。在影片中，阿奎莱拉在录音室演唱歌曲。阿奎莱拉在现场表演了《想念你》和《》。《告示牌》的勒伊拉·科博称阿奎莱拉的表演“异常地主流”。墨西哥歌手与演员在其2008年录音室专辑《》中翻唱了歌曲。同年，美国乐团翻唱了歌曲的骚沙版，收录于其录音室专辑《》中。歌曲由制作。此外，美国艺人简卡洛斯·卡内拉在奥兰多的现场表演了歌曲。（亦与佩雷斯合作）,0,wiki
"10年的长住人口达11万3934人。安娜堡也是密歇根大学总校区所在地，密歇根大学在市区北侧及东侧拥有超过13平方千米的校园，因此它也是一座大学城。1824年1月，来自东部各州的人共同建立了安娜堡，其中包括约翰·艾伦 (弗吉尼亚)和艾丽莎·拉姆塞 (纽约)，他们的妻子名字都叫安娜（Anna）, 所以这两个人决定根据自己的妻子命名所建立的城镇为""Annarbour""（将之前使用的名字——Allensville和Anapolis，都弃置不用)。 他们用$800购买了联邦政府的博奥克的640英亩土地(2.6 km²)。艾伦的磨坊的发出的“Kaw-goosh-kaw-nick“声音，让当地印第安人以此命名这个地区。1827年，拉姆塞去世；艾伦最终成为这个小镇的邮局局长、报纸发行人、镇长和活跃分子。休伦河边有一处植物茂密的高地（即现在属于密歇根大学校园一部分的尼科尔斯植物园）。安娜堡刚开始形成村落时，这片植物茂密的地区就引起了人们的注意。很多人慕名而来游览这处天然的植物园，因此该地得名“一处植物园”（An Arboretum），后被人简写为An Arbor，再往后成为了Ann Arbor。安娜堡城市面积为71.7平方公里。70平方公里是陆地， 1.7平方公里是水域。水域占总面积的2.42%, 主要为休伦河。市区位于第四纪冰川的冰碛冲击平原上，总体平缓，略有山丘、溪谷以及冰川侵蚀地形。城北比城南地势高，西北部有巴顿山。此地属于典型的中西部湿润气候（柯本：Dfa），受五大湖的影响较大，四季分明。在2000年人口普查时，该城市共有人口114,024人， 45,693个住宅，和21,704个家庭。 人口密度是1,629.9/km² (4,221.1/mi²)。共有47,218个房屋， 平均密度是675.0/km² (1,748.0/mi²)。人种结构是74.68%白人, 8.83%黑人, 0.29%印第安人, 11.90%亚洲人, 0.04%太平洋岛人, 1.21%其他种族，和 3.05%混血人种。 总人口中的3.34%是西班牙语系的人。在那45,693个住宅当中有23%是有年龄在18岁以下的孩子的家庭， 37.8%是已婚的家庭， 7.5%是只有女性而没有丈夫的家庭， 52.5%是非家庭。35.5%是单身的住宅,6.6%是65岁或以上的单身人的住宅。平均住宅人口是2.22人， 而平均家庭人口是2.90人。人口年龄结构是16.8%在18岁以下， 26.8%在18至24岁之间，31.2%在25至44岁之间， 17.3%在45至64岁之间, 7.9%在65岁或以上。中位数是28岁。 女性和男性的比例是100:97.7。 18岁或以上的女性和男性比例是100:96.4。该市的住宅收入中位数是$46,299。 而家庭的收入中位数是$71,293。 男性的收入中位数是$48,880, 女性是$36,561。 人均收入是$26,419。 16.6%的人口和4.6%的家庭生活在贫穷线以下。7.3%的18岁以下人口和 5.1% 的65岁或以上人口是生活在贫穷线以下。安娜堡公立学校营运安娜堡的公立学校。1837年，安娜堡赢得了密歇根大学新校址的投标，因为艾伦免费提供了40英亩（160，000平方米）给该校。同年，密歇根大学从底特律迁往安娜堡。1839年，密歇根中央铁路到达这里，使得安娜堡成为该地区一个主要的交通枢纽。后来经过扩建，密歇根大学在安娜堡及附近的校园地共13.5平方千米。除了密歇根大学之外，这里还有其他著名大学及学院：康科迪亚大学安娜堡校区、路德宗人文艺术研究所、斯库尔克拉夫特学院等。附近伊普斯兰提还有东密歇根大学。",0,wiki
人民，将人救出危险的地方，还能够进行一些船舰的维修任务，与排除掉一些障碍物，来让港湾更加的顺畅安全，等等支援作战。由于装备老旧并未更新，目前并无水下解除爆炸品的技术与能量，只能在水深190呎范围内处理不具爆炸性的械弹，及回收演训用水及鱼雷等。目前水下作业大队的装备与设施已可同时接受2班队受训，但因编制人力精简，师资仅能同时支援一班次训练。,0,wiki
",750米，2005年人口4,116，人口密度每平方公里36人。",0,wiki
皮子”），上面再盖一张皮子，形成夹心煎饼，然后在鏊子上继续摊烙，直至里面的馅料熟透，然后将熟的夹心煎饼卷成扁的宽长条形。另外，滕州菜煎饼通常会选择在皮子上或馅料里加鸡蛋，皮子上加鸡蛋的方法类似煎饼果子，馅料里加鸡蛋是将生鸡蛋拌入菜馅里。在山东淄博一带，有一种也被称为菜煎饼的一种食品，但是制作方式和成品形状与上文滕州一带的菜煎饼有所不同。将豆腐、粉条、韭菜或葱炒熟后，作为馅均匀摊在煎饼里，然后将煎饼折成长方形，再放入锅内，加油将煎饼两面烙成金黄色。与中国北方其他地区的煎饼盒子非常相像。,0,wiki
迁移去伊瑞德米斯林（Ered Mithrin）。葛罗音（Glóin）继其位。,0,wiki
"1年人口1,453。",0,wiki
，属肉食性，以水生昆虫为食。,0,wiki
"教座位于该省首府圣玛尔塔。2010年有教友680,000人（占辖区总人口87.2%）、五十个堂区、八十二名司铎。现任教区主教为乌戈·犹金·普契尼·班菲。",0,wiki
》上公布的初版修订过15次，1948年1月1日该宪法正式生效，取代了一个世纪之前创立的阿尔贝蒂诺宪章。,0,wiki
"台地上方。巴尔奇克曾是古希腊植民地，名为库鲁诺伊（），在希腊化时代的希腊末期到东罗马帝国时代，城市曾以神话人物狄奥尼索斯命名，名为狄奥尼索斯（）。巴尔奇克曾是在色雷斯人村镇的遗迹上修筑的要塞。在奥斯曼帝国统治时期，巴尔奇克改为现在的名字。这个名称可能是来自于加告兹语的「小城市」一词。另外，根据其他说法，这个名称的起源和卡瓦尔纳大公国（）的统治者巴利克（ / ""Balik""）有关。保加利亚解放之后，巴尔奇克发展为一个农业据点，成为了小麦的输出据点。之后，巴尔奇克和其南邻的海滨度假地阿尔伯纳（ / ）都得到了很大的发展。其民族构成也发生了很大变化，过去加告兹人和塔塔尔人、土耳其人曾是这里的多数民族，现在保加利亚人则占人口的多数。据保加利亚历史学家雷娜·加夫里洛娃估计，1878年之前，保加利亚人只占巴尔奇克总人口的 约10%.；而今天，巴尔奇克69.2%的人口是保加利亚人、16.2%是土耳其人、12.3%是罗姆人。目前城市仍有很多土耳其少数民族生活，当地的穆斯林居民也仍然在使用奥斯曼帝国时代的清真寺。1913年到1916年及1919年到1940年期间，巴尔奇克曾由罗马尼亚统治。在罗马尼亚统治时代，巴尔奇克宫殿曾是罗马尼亚王妃玛利亚和其家族喜爱的夏季避暑地。巴尔奇克宫殿和其附近的巴尔奇克宫殿植物园已是城市重要的观光景区。阿尔伯纳（ / ""Albena""）是巴尔奇克附近的村镇，距巴尔奇克有12公里，距瓦尔纳有30公里。离瓦尔纳机场也很近。阿尔伯纳在建设之时即计划建为一个黑海沿岸的观光地，有很多具有统一感的独特建筑。沿海滩有很多旅馆。阿尔伯纳因其前往其他旅游景区和文化、经济据点的交通都颇为便利，加上自然条件优越，在1960年代之前还是无人之地的阿尔伯纳如今已成为观光景区。度假区内有长5公里，宽150米的沙滩。海水也十分温暖透明，且海滩100米到150米的范围内水深都不超过1.6米。海滩附近的旅馆很多都自带游泳池。从旅馆除了可以眺望海滩之外，还能看到巴尔塔塔（ / ""Baltata""）自然保护区的森林。旅游季节是5月到10月。除此之外，阿尔伯纳还是温泉疗养地。阿尔伯纳的温泉水温约在摄氏摂氏30度，含有钙等矿物质。阿尔伯纳这一名称是来自于保加利亚作家 / （""""）的作品中登场的女性人物。阿尔伯纳在保加利亚语中是女性的名字。",0,wiki
电影百花奖最佳美术片奖，是第一部入选康城影展的华语动画片。影片讲述了哪吒打败了为害人间的四海龙王，造福世人的故事。四海龙王操控风火雨雪，为害百姓。陈塘关李靖的夫人怀胎三年六个月，产下一个肉球，李靖用剑劈之，顿时奇光四溢，里面出来一个可爱的小男孩，太乙真人收其为徒，赐名哪吒，赠乾坤圈与混天绫两件法宝。时天大旱，百姓求雨不得，东海龙王派寻海夜叉出来索要童男童女。寻海夜叉抓走童女，正好遇到哪吒在海边洗澡，被哪吒打回原形，仓皇逃回水晶宫向东海龙王报告，龙王大怒，派三太子敖丙出来查看。哪吒要龙宫交出童女，敖丙说童女已经被吃掉，哪吒大怒，打死敖丙，抽出龙筋。东海龙王得知后悲痛万分，上天庭去告御状。太乙真人告知哪吒，哪吒半路擒住龙王，要龙王发誓不再为害人间。龙王假意答应，脱身后召集南海龙王、西海龙王和北海龙王来陈塘关找李靖算账，要李靖杀掉哪吒，否则就毁灭陈塘关。哪吒被逼自刎，四海龙王得意而回，并要陈塘关送上童男童女给三太子办丧事。哪吒的灵魂被仙鹤送到乾元山金光洞，太乙真人用莲藕、荷叶重塑了哪吒的肉身，哪吒复活。太乙真人又送火尖枪、风火轮两样法宝，传授哪吒三头六臂的化身。哪吒杀回东海，战败四海龙王，从此龙王不再为害世人，人间风调雨顺。2014年5月30日，Google香港和台湾的首页首次展示了以哪吒形象为主题的涂鸦（Google Doodle列表）：《哪吒闹海》公映35周年，“Google”字样由哪吒的混天绫缠绕而成，并以动画形式播放哪吒在海面挥舞火尖枪的形象。,0,wiki
变化图示,0,wiki
"员发生斗殴后，就跑进里躲藏，之后更谋杀了3名搜捕他的警务人员。政府于是将奈德·凯利连同其兄弟和两位朋友列为逃犯，他们也因此成为了著名的凯利帮。凯利帮四处劫掠多家银行，甚至夺占市镇。最终，在小镇与警方的一次激烈枪战中，身著自制金属铠甲和头盔的奈德·凯利被俘并送交审讯。1880年，凯利被判处谋杀罪后，在被处以绞刑。在澳洲历史及民间传说中，以至在书籍、电影及其他艺术作品里，奈德·凯利可说是一位深受澳大利亚人尊敬的偶像人物，其形像甚至被用在2000年于悉尼所举办的夏季奥运会开幕仪式上。 常言道：「……如奈德·凯利般勇敢（即非常勇敢之意）」由此可见其深受澳大利亚人们的纪念。 2010年，由澳洲画家西德尼·诺兰所绘的一幅凯利画像卖得了540万澳币，成为历史上所卖最高价的澳洲画作。1855年6月，爱德华·「奈德」·凯利出生于墨尔本北方的。 由于其出生时并没有注册在政府所列的出生、死亡与结婚的名单中，所以其确切生日不明。 然而其在监狱中所留的记录则为1856年。 凯利的双亲约翰·「雷德」·凯利（John ""Red"" Kelly）及艾伦·奎因（Ellen Quinn）是爱尔兰裔的天主教徒。1842年，雷德·凯利因为偷窃两只猪而被流放至范迪门斯地。1848年，雷德·凯利迁至维多利亚，并且遇见了于1841年随家人从爱尔兰搬来的艾伦·奎因。 艾伦的父亲詹姆斯·奎因（James Quinn）是贝弗里奇镇的一名农夫，于是雷德便开始为其工作。奈德·凯利很可能就是出生在其外祖父的家中。约于1860年时，雷德为其家人建了一座小屋，现今该屋仍立在凯利街上。凯利约9岁时，雷德举家搬往在北方位于的新农场。凯利曾经在那里的休斯溪（Hughes Creek）中拯救了一位快将溺毙的男孩理查·谢尔顿（Richard Shelton）。 于是在当时拥有皇家邮政旅舍（Royal Mail Hotel）的谢尔顿家族便赠送凯利一条由绿丝绸制成、长、宽的腰带以表彰其勇气。 当凯利于格伦罗旺被俘时，在其盔甲内所穿戴的就是这条腰带。 目前这条仍布满著凯利血迹的腰带则被保存在博物馆中。 搬到新农场之后，雷德并没有成为一名出色的农夫，反而不久因为偷窃牛只而被捕。1866年5月，雷德被判一个月的徒刑并科25英镑的罚金。 1866年12月27日，雷德去世，葬于艾文内尔公墓。而后艾伦·凯利举家迁往。在那里住有一些艾伦的家人。艾伦的父亲此时已从贝弗里奇镇搬到位于维多利亚省东北部帝王河（King River）谷上一个称作格兰摩尔（Glenmore）的大农场，而其姊妹凯瑟琳（Catherine）和珍（Jane）连同她们的十个孩子们则都在格雷塔镇务农。她们的丈夫、兄弟约翰以及汤玛斯·劳埃德（Thomas Lloyd）则因偷窃牛只而正在坐牢。当艾伦来到格雷塔时，其兄弟詹姆斯（James）、威廉（William）、与约翰·奎因（John Quinn）便从格兰摩尔搬来以帮助在那儿的姊妹们及其家人。 同样地，奎因家族有些成员也因偷窃牛只而入狱，特别是詹姆斯，已因此而被指控十次。 1868年，雷德·凯利的兄弟詹姆斯·凯利（James Kelly）前来拜访艾伦。酒醉的詹姆斯之后与姊妹们起了争执，于是便试图将房屋烧毁，他也因此而被判处死刑，但之后又改判为15年有期徒刑。 在警方看来，这整个家族都是些捣蛋鬼以及罪犯。 艾伦·凯利之后与孩子们搬到在格雷塔与格伦罗旺之间十一哩溪（Eleven Mile Creek）的一个农场。奈德·凯利于是开始从事砍伐树木、训练马匹、放牧牛群并搭建围栏等的工作。1869年10月14日，14岁的凯利因偷窃了一名中国人的钱而被拘捕，在警察局拘留所待了10日，由于无足够证据将其送往法庭审讯，所以他最终获释放。 此后，凯利还曾与前科犯在丛林中打劫过。鲍尔在逃出墨尔本监狱后便开始在丛林间打劫。1870年5月，凯利因协助鲍尔抢劫而被捕，并被关在的监狱七周。 之后不久，凯利又惹上了麻烦。与姨丈杰克·劳埃德（Jack Lloyd）在一起时，凯利卷入了一场与街贩的斗殴。他们之后还寄给街贩的妻子一封侮辱信以及一些牛睾丸。1870年10月，凯利因人身攻击及性失恐吓而被送进监狱关了五个月。1871年4月，出狱后三周，16岁的凯利又被捕了。他的朋友以赛亚「野莱特」（Isaiah ""Wild Wright""）从小镇的邮局偷了一匹马。凯利在不知情的情况下骑了那匹马进入格雷塔。一名叫霍尔（Hall）的警官见了便试图逮捕凯利，于是两人就互相打了起来。霍尔三次试图向凯利开枪，但都没能得逞，于是就用枪敲打他的头。 随后凯利便被送往位在墨尔本的，四个月后再移监到威廉斯镇的监狱船沙加缅度号（Sacramento）上。 监狱船是艘老旧的船只，用来作为额外的监狱空间。沙加缅度号上的囚犯们白天时在威廉斯镇的海滩上修建海塘，同时也为保护菲利普港湾的枪砲建筑堡垒。 1874年2月2日，凯利出狱。同年8月，凯利在比奇沃斯遇见了朋友「野莱特」。由于偷马事件使得凯利入狱，凯利必定在生他的气。两人于是在帝国饭店（Imperial Hotel）后面进行了一场20回合、不戴拳击手套的拳击比赛。 之后莱特说：「……他（凯利）给了我人生重重一击。」 1877年9月，凯利在被捕，理由是醉酒、骑马在人行道上、以及拒捕。 当警方正押送他去法院时，却被他逃脱了。在与警方一阵扭打之后，凯利跑过对街进入一家靴店并锁上了门。当法官来到店铺时凯利才自首。在逮捕凯利时与其打斗的其中一位警员叫汤玛斯·隆利根（Thomas Lonigan）。 隆利根之后在桉树皮溪（Stringybark Creek）遭凯利枪杀身亡。菲兹派翠克（Fitzpatrick）警官是格雷塔镇上一间小警察局的负责人。由于凯利家族的犯罪活动历史悠久，警察督察长尼克逊（C. H. Nicholson）于是下令警察不得单独前往凯利家，但菲兹派翠克却决意要「修理修理格雷塔镇的这个暴徒」。1878年4月，菲兹派翠克前往凯利家要逮捕其弟弟丹·凯利因为他盗马，但丹最近才从监狱获释。菲兹派翠克曾待在的酒店喝白兰地，所以他那时很可能是喝醉了。由于菲兹派翠克并无逮捕令，所以丹·凯利拒绝同他回警局。菲兹派翠克于是强使凯利的15岁妹妹坐在其膝上以便亲吻她，这一举动就激怒了凯利的家人并与菲兹派翠克大打出手且伤了他的手腕。菲兹派翠克于是与凯特的母亲艾伦达成协议，当作甚么事都没发生过",0,wiki
息在泥底质海域。,0,wiki
名举人，嘉靖四十一年（1562年）联捷壬戌科进士。授湖广承天府推官，历应天巡抚、四川巡抚。升南京大理寺卿，官至南京工部侍郎。曾祖父孙英；祖父孙钺；父亲孙振宗，监生。嫡母姚氏；生母李氏。,0,wiki
罗克·哈夫曼分水坝它的水被分开注入美熹德河灌溉区。剩下的水向西南流过山地和圣华金谷注入圣华金河。美熹德河受美国国家野生和风景法的保护。到麦克卢尔湖为止它可以自由流畅，在冬季和春季容易形成大水，而深夏和秋季则水流极小。部分沿美熹德河行走，是进入优胜美地国家公园的主要途径。美熹德河畔有许多休闲机会，包括钓鱼、划皮艇、白浪木筏、野营、徒步旅行、游泳和野餐。美熹德河的主支长180千米。此外它还有一些分支（比如北支、南支等）。河流的大多数段落被“改善”来促进鱼产籽。美熹德河灌溉区由众多运河、小运河、输水管、水库组成。以下镇位于美熹德河畔：美熹德河今天的河床通过约塞米特峡谷，这个谷是在冰河时期里由冰川导致的。派尤特人曾经在这里居住。1806年欧洲人首次到达这条河边。,0,wiki
：,0,wiki
0 交会。费尔里·狄金生大学的都会校园设于提内克。,0,wiki
和企业会员。个人会员包括政府机关工作人员，企业工人和社会人士。企业会员分会员单位、理事单位、常务理事单位、副主任委员单位、主任委员单位5个级别，根据级别不同每届缴纳相应的费用。具体包括主任委员单位1家，副主任委员单位7家，常务理事单位25家，理事单位100家，会员单位157家。按会费标准计算，每届进账至少1042万元。2013年6月29日，中华人民共和国环境保护法修正案草案二审结束，在该草案的公益诉讼主体部分，有明确提出仅中华环保联合会一家机构具有公益诉讼权力的规定，这被认为是限制了普通民众进行环保方面的诉讼的权利，因此引起广泛争议。人民网发表评论称，联合会的官方背景令其在提起公益诉讼时公正性受损。《每日经济新闻》发表评论称，联合会企业会员很多都是污染大户，这使得其公益性受到质疑。官方网站,0,wiki
分，栖息在岩石底质的溪流与水塘，属肉食性，以水生昆虫等为食，繁殖期在夏季，雄鱼具有领域性。,0,wiki
"英里 (189.5平方公里)。根据2010年美国人口普查，该市有人口115,903人。",0,wiki
